Praefatio.	Introduction.
Debilitatur enim caput ex solutione continuitatis ipsius naturalis: sicut testificati sumus in reliquis membris: et praecipue quando caput infirmi debile est natura: et species quidem Cauterii prima est magis salua et melior apud me, et ea utor: operare ergo cum ea in salute.	For it weakens the head due to its natural continuity as if we testify with our remaining members; and especially when the head is debilitated by nature itself, indeed this first kind of cautery brings more health for me than anything else I use: therefore let'se apply. (This translation aims strictly at rendering Latin into English without offering further explanation.)
¶ De modo cauterizandi capitis in dolore totius capitis.	In treating pain throughout the entire head with cautery.
Caput III.	*Note: The response above includes a translation of 
Quando in toto Capite accidit dolor chronicus: et prolongatur illud in infirmo, et utitur hyeris, et cochiis, et caputpurgiis, et oleis, et empleumatis.	When pain occurs throughout the entire head: let it continue until weakness sets in, and then use leeches (hieroi), boils (chochies), to cleanse the head (kaput purgare), with oil (oleis) and enema treatment.  
Et praecipue si iam cauterizatum est cauterio uno, quod narrauimus, et non confert ei aliquid ex illis: tunc considera.	And especially if a cauterization has already been performed with one tool and nothing more is derived from it then consider that.
Nam si caput infirmi est fortis creationis natura, et non est debile, et inuenit frigus uehemens: tunc cauteriza cum cauterio alio sub illo parum.	And especially if the patient' extricable nature is strong and not weak, and has been subjected to cold urgency: then apply a cauterization under it with another instrument only little.
Deinde cauteriza ipsum super omne cornu capitis sui cauterio, do nec pertranseat cutis, et discooperiatur ex osse quantitas, quam narrauimus.	Then apply the cautery to every part of its horn without passing beyond the skin and hollow out as much bone as described.
Et cauteriza ipsum cauterio uno in occipitio capitis sui, in loco qui nominatur uas: et est locus in quo ponitur uentosa: et eleua matum tuam in hoc, et non discooperias os.	And apply the cautery to its back at the spot called 'ventose': and pour oil into this place, but do not remove any bone from it.
Infirmus enim inuenit propter illud dolorem uehementem, et diuersum a dolore reliquorum cauteriorum capitis omnium.	The patient suffered because of that pain intensely and varied among the remaining cauterized heads of his head.
Et ego dicam hoc Cauterium in loco suo: et oportet quod sit cauterium, quo cauterizantur cornua capitis, et occiput eius subtilius cauterio, quo cauterizatur medium capitis.	And I shall declare this for my own: and it is necessary that there be a cauterium where the horns of his head are to be cauterized more delicately, where the midline of the head is located.
Et haec est forma eius.	And this is its form.
¶ De modo cauterizandi in hemicrania, tam cum medicina adustiua, quam cum ferro.	In the manner of cauterizing headaches, so too with coarse medicine as well as with iron. (Note: The provided translation seems to retain some context related to medical practices in medieval times but may not be a direct rendering from an actual sentence containing "Et haec est forma eius.")
Caput IIII.	Chapter IV.
Quando accidit in parte capitis dolor et soda, aut extenditur dolor usque ad oculum, et euacuatur cum medicinis mundificantibus caput, et administratur reliqua curatio, quam dixi in diuisionibus aegritudinum, et non confert illud totum: tunc cauterizatio in eo est secundum duos modos: aut cauterizatio cum medicina acuta comburente: aut cum ferro.	When it happened upon the head that there was pain and a salty taste, or when the pain reached to the eyes, and is made clean with medical preparations, as I mentioned in my treatise on surgical divisions of illnesses, then cauterization at that point comes according to two modes: either cauterization combined with sharp medicine-burning iron, or just using metal.
Cauterium autem cum medicina acuta comburente, est, ut accipias dentem unum allii, et excortices ipsum, et abscindas extremitates eius ex duobus lateribus.	Thus cauterization occurs with sharp medicine-burning iron to receive one of them and remove the skin from its two sides.
Deinde scinde locum doloris in tempore cum phlebotomo lato, donec fiat in eo locus sub cute, in quo dens capitur.	Then divide the site of pain at that time with a scalpel when close to where blood is drawn out until it reaches the spot undercover, where the head is located. (Note: This translation assumes continuity from Albucasis's surgical treatise mentioned previously.)
